mapped_id,original_id,organism,prot_type,toxin_class,gene_superfamily,cystein_framework,pharmacological_family,evidence
P07768,P07768|Ge11.2 precursor|Conus generalis|Precursor|conotoxin|||XI|nucleic acid level,Conus generalis,Precursor,conotoxin,,,XI,nucleic acid level
P07769,P07769|Ge11.3 precursor|Conus generalis|Precursor|conotoxin|I2 superfamily||XI|nucleic acid level,Conus generalis,Precursor,conotoxin,I2 superfamily,,XI,nucleic acid level
P07770,P07770|Ge11.4 precursor|Conus generalis|Precursor|conotoxin|I3 superfamily||XI|nucleic acid level,Conus generalis,Precursor,conotoxin,I3 superfamily,,XI,nucleic acid level
P07771,P07771|Ge14.1 precursor|Conus generalis|Precursor|conotoxin|L superfamily||XIV|nucleic acid level,Conus generalis,Precursor,conotoxin,L superfamily,,XIV,nucleic acid level
P07772,P07772|Ge14.2 precursor|Conus generalis|Precursor|conotoxin|L superfamily||XIV|nucleic acid level,Conus generalis,Precursor,conotoxin,L superfamily,,XIV,nucleic acid level
P07773,P07773|Ge14.3 precursor|Conus generalis|Precursor|conotoxin|L superfamily||XIV|nucleic acid level,Conus generalis,Precursor,conotoxin,L superfamily,,XIV,nucleic acid level
P07774,P07774|Ge3.1 precursor|Conus generalis|Precursor|conotoxin|||III|nucleic acid level,Conus generalis,Precursor,conotoxin,,,III,nucleic acid level
P07775,P07775|Ge3.2 precursor|Conus generalis|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus generalis,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P07776,P07776|Ge16.1 precursor|Conus generalis|Precursor|conotoxin|||XVI|nucleic acid level,Conus generalis,Precursor,conotoxin,,,XVI,nucleic acid level
P07777,P07777|Ge6.3 precursor|Conus generalis|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus generalis,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07778,P07778|Ge6.4 precursor|Conus generalis|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus generalis,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07779,P07779|Ge6.10 precursor|Conus generalis|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus generalis,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07780,P07780|Ge6.11 precursor|Conus generalis|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus generalis,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07781,P07781|Ge6.12 precursor|Conus generalis|Precursor|conotoxin|||VI/VII|nucleic acid level,Conus generalis,Precursor,conotoxin,,,VI/VII,nucleic acid level
P07782,P07782|Ge6.13 precursor|Conus generalis|Precursor|conotoxin|||VI/VII|nucleic acid level,Conus generalis,Precursor,conotoxin,,,VI/VII,nucleic acid level
P07783,P07783|Ge6.14 precursor|Conus generalis|Precursor|conotoxin|||VI/VII|nucleic acid level,Conus generalis,Precursor,conotoxin,,,VI/VII,nucleic acid level
P07784,P07784|Ge6.15 precursor|Conus generalis|Precursor|conotoxin|O2 superfamily||VI/VII|nucleic acid level,Conus generalis,Precursor,conotoxin,O2 superfamily,,VI/VII,nucleic acid level
P07785,P07785|Ge15.1 precursor|Conus generalis|Precursor|conotoxin|O2 superfamily||XV|nucleic acid level,Conus generalis,Precursor,conotoxin,O2 superfamily,,XV,nucleic acid level
P07786,P07786|Ge6.16 precursor|Conus generalis|Precursor|conotoxin|O2 superfamily||VI/VII|nucleic acid level,Conus generalis,Precursor,conotoxin,O2 superfamily,,VI/VII,nucleic acid level
P07787,P07787|Ge6.17 precursor|Conus generalis|Precursor|conotoxin|O2 superfamily||VI/VII|nucleic acid level,Conus generalis,Precursor,conotoxin,O2 superfamily,,VI/VII,nucleic acid level
P07788,P07788|Ge6.18 precursor|Conus generalis|Precursor|conotoxin|O3 superfamily||VI/VII|nucleic acid level,Conus generalis,Precursor,conotoxin,O3 superfamily,,VI/VII,nucleic acid level
P07789,P07789|Ge6.19 precursor|Conus generalis|Precursor|conotoxin|O3 superfamily||VI/VII|nucleic acid level,Conus generalis,Precursor,conotoxin,O3 superfamily,,VI/VII,nucleic acid level
P07790,P07790|Ge6.20 precursor|Conus generalis|Precursor|conotoxin|||VI/VII|nucleic acid level,Conus generalis,Precursor,conotoxin,,,VI/VII,nucleic acid level
P07791,P07791|Ge9.1 precursor|Conus generalis|Precursor|conotoxin|||IX|nucleic acid level,Conus generalis,Precursor,conotoxin,,,IX,nucleic acid level
P07792,P07792|Ge9.2 precursor|Conus generalis|Precursor|conotoxin|||IX|nucleic acid level,Conus generalis,Precursor,conotoxin,,,IX,nucleic acid level
P07793,P07793|Ge8.1 precursor|Conus generalis|Precursor|conotoxin|||VIII|nucleic acid level,Conus generalis,Precursor,conotoxin,,,VIII,nucleic acid level
P07794,P07794|Ge5.1 precursor|Conus generalis|Precursor|conotoxin|T superfamily||V|nucleic acid level,Conus generalis,Precursor,conotoxin,T superfamily,,V,nucleic acid level
P07795,P07795|Ge5.2 precursor|Conus generalis|Precursor|conotoxin|||V|nucleic acid level,Conus generalis,Precursor,conotoxin,,,V,nucleic acid level
P07796,P07796|Con-ikot-ikot-Ge1 precursor|Conus generalis|Precursor|con-ikot-ikot|||XXI|nucleic acid level,Conus generalis,Precursor,con-ikot-ikot,,,XXI,nucleic acid level
P07797,P07797|Ge1.3 precursor|Conus generalis|Precursor|conotoxin|||I|nucleic acid level,Conus generalis,Precursor,conotoxin,,,I,nucleic acid level
P07798,P07798|Ge19.1 precursor|Conus generalis|Precursor|conotoxin|Divergent MSTLGMTLL-||XIX|nucleic acid level,Conus generalis,Precursor,conotoxin,Divergent MSTLGMTLL-,,XIX,nucleic acid level
P07812,P07812|Qc1.19 precursor|Conus quercinus|Precursor|conotoxin|A superfamily||I|nucleic acid level,Conus quercinus,Precursor,conotoxin,A superfamily,,I,nucleic acid level
P07813,P07813|Qc1.20 precursor|Conus quercinus|Precursor|conotoxin|A superfamily||I|nucleic acid level,Conus quercinus,Precursor,conotoxin,A superfamily,,I,nucleic acid level
P07814,P07814|Conantokin-Qc1 precursor|Conus quercinus|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus quercinus,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07815,P07815|Conantokin-Qc2 precursor|Conus quercinus|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus quercinus,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07816,P07816|Conantokin-Qc3 precursor|Conus quercinus|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus quercinus,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07817,P07817|Qc12.1 precursor|Conus quercinus|Precursor|conotoxin|I2 superfamily||XII|nucleic acid level,Conus quercinus,Precursor,conotoxin,I2 superfamily,,XII,nucleic acid level
P07818,P07818|Qc11.1 precursor|Conus quercinus|Precursor|conotoxin|I2 superfamily||XI|nucleic acid level,Conus quercinus,Precursor,conotoxin,I2 superfamily,,XI,nucleic acid level
P07819,P07819|Qc11.2 precursor|Conus quercinus|Precursor|conotoxin|||XI|nucleic acid level,Conus quercinus,Precursor,conotoxin,,,XI,nucleic acid level
P07820,P07820|Qc3.2 precursor|Conus quercinus|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus quercinus,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P07821,P07821|Qc3.4 precursor|Conus quercinus|Precursor|conotoxin|||III|nucleic acid level,Conus quercinus,Precursor,conotoxin,,,III,nucleic acid level
P07822,P07822|Qc3.3 precursor|Conus quercinus|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus quercinus,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P07823,P07823|Qc3.5 precursor|Conus quercinus|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus quercinus,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P07824,P07824|Qc3.6 precursor|Conus quercinus|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus quercinus,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P07825,P07825|Qc3.8 precursor|Conus quercinus|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus quercinus,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P07826,P07826|Qc32.1 precursor|Conus quercinus|Precursor|conotoxin|M superfamily||XXXII|nucleic acid level,Conus quercinus,Precursor,conotoxin,M superfamily,,XXXII,nucleic acid level
P07827,P07827|Qc6.6 precursor|Conus quercinus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus quercinus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07828,P07828|Qc6.7 precursor|Conus quercinus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus quercinus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07829,P07829|Qc6.8 precursor|Conus quercinus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus quercinus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07830,P07830|Qc6.9 precursor|Conus quercinus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus quercinus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07831,P07831|Qc6.10 precursor|Conus quercinus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus quercinus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07832,P07832|Qc6.11 precursor|Conus quercinus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus quercinus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07833,P07833|Qc6.12 precursor|Conus quercinus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus quercinus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07834,P07834|Qc6.13 precursor|Conus quercinus|Precursor|conotoxin|O2 superfamily||VI/VII|nucleic acid level,Conus quercinus,Precursor,conotoxin,O2 superfamily,,VI/VII,nucleic acid level
P07835,P07835|Qc6.15 precursor|Conus quercinus|Precursor|conotoxin|O2 superfamily||VI/VII|nucleic acid level,Conus quercinus,Precursor,conotoxin,O2 superfamily,,VI/VII,nucleic acid level
P07836,P07836|Qc6.16 precursor|Conus quercinus|Precursor|conotoxin|O3 superfamily||VI/VII|nucleic acid level,Conus quercinus,Precursor,conotoxin,O3 superfamily,,VI/VII,nucleic acid level
P07837,P07837|Qc15.1 precursor|Conus quercinus|Precursor|conotoxin|||XV|nucleic acid level,Conus quercinus,Precursor,conotoxin,,,XV,nucleic acid level
P07838,P07838|Qc15.2 precursor|Conus quercinus|Precursor|conotoxin|||XV|nucleic acid level,Conus quercinus,Precursor,conotoxin,,,XV,nucleic acid level
P07839,P07839|Qc15.3 precursor|Conus quercinus|Precursor|conotoxin|||XV|nucleic acid level,Conus quercinus,Precursor,conotoxin,,,XV,nucleic acid level
P07840,P07840|Qc17.1 precursor|Conus quercinus|Precursor|conotoxin|Y superfamily||XVII|nucleic acid level,Conus quercinus,Precursor,conotoxin,Y superfamily,,XVII,nucleic acid level
P07841,P07841|Con-ikot-ikot-Qc1 precursor|Conus quercinus|Precursor|con-ikot-ikot||||nucleic acid level,Conus quercinus,Precursor,con-ikot-ikot,,,,nucleic acid level
P07842,P07842|Qc9.1 precursor|Conus quercinus|Precursor|conotoxin|Divergent M---L-LTVA||IX|nucleic acid level,Conus quercinus,Precursor,conotoxin,Divergent M---L-LTVA,,IX,nucleic acid level
P07843,P07843|Qc9.2 precursor|Conus quercinus|Precursor|conotoxin|Divergent M---L-LTVA|||nucleic acid level,Conus quercinus,Precursor,conotoxin,Divergent M---L-LTVA,,,nucleic acid level
P07849,P07849|Qc9.8 precursor|Conus quercinus|Precursor|conotoxin|||IX|nucleic acid level,Conus quercinus,Precursor,conotoxin,,,IX,nucleic acid level
P07850,P07850|Qc14.1 precursor|Conus quercinus|Precursor|conotoxin|||XIV|nucleic acid level,Conus quercinus,Precursor,conotoxin,,,XIV,nucleic acid level
P07851,P07851|Cal29b precursor|Conus californicus|Precursor|conotoxin|O1 superfamily||XXIX|protein level,Conus californicus,Precursor,conotoxin,O1 superfamily,,XXIX,protein level
P07852,P07852|Cal6.18 precursor|Conus californicus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus californicus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07856,P07856|Cal6.22 precursor	|Conus californicus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus californicus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07858,P07858|Cal6.24 precursor	|Conus californicus|Precursor|conotoxin|||VI/VII|nucleic acid level,Conus californicus,Precursor,conotoxin,,,VI/VII,nucleic acid level
P07859,P07859|Cal6.25 precursor|Conus californicus|Precursor|conotoxin|||VI/VII|nucleic acid level,Conus californicus,Precursor,conotoxin,,,VI/VII,nucleic acid level
P07875,P07875|Cal12.2e precursor|Conus californicus|Precursor|conotoxin|O1 superfamily||XII|nucleic acid level,Conus californicus,Precursor,conotoxin,O1 superfamily,,XII,nucleic acid level
P07881,P07881|Cal6.40 precursor|Conus californicus|Precursor|conotoxin|||VI/VII|nucleic acid level,Conus californicus,Precursor,conotoxin,,,VI/VII,nucleic acid level
P07889,P07889|Con-Ins K1 precursor|Conus kinoshitai|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus kinoshitai,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P07890,P07890|Con-Ins K2 precursor|Conus kinoshitai|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus kinoshitai,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P07891,P07891|Con-Ins T1A precursor|Conus tulipa|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus tulipa,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P07892,P07892|Con-Ins T1B precursor|Conus tulipa|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus tulipa,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P07893,P07893|Con-Ins G1 precursor|Conus geographus|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus geographus,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P07894,P07894|Con-Ins G3 precursor|Conus geographus|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus geographus,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P07895,P07895|Con-Ins T2 precursor|Conus tulipa|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus tulipa,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P07896,P07896|Fr3.1 precursor|Conus frigidus|Precursor|conotoxin|M superfamily||III|protein level,Conus frigidus,Precursor,conotoxin,M superfamily,,III,protein level
P07901,P07901|Conodipine-P1 precursor|Conus purpurascens|Precursor|conodipine|conodipine superfamily|||protein level,Conus purpurascens,Precursor,conodipine,conodipine superfamily,,,protein level
P07902,P07902|Conodipine-P2 precursor|Conus purpurascens|Precursor|conodipine|conodipine superfamily|||protein level,Conus purpurascens,Precursor,conodipine,conodipine superfamily,,,protein level
P07903,P07903|Conodipine-P3 precursor|Conus purpurascens|Precursor|conodipine|conodipine superfamily|||protein level,Conus purpurascens,Precursor,conodipine,conodipine superfamily,,,protein level
P07904,P07904|Conodipine-P4 precursor|Conus purpurascens|Precursor|conodipine|conodipine superfamily|||nucleic acid level,Conus purpurascens,Precursor,conodipine,conodipine superfamily,,,nucleic acid level
P07906,P07906|Conodipine-P6 precursor|Conus purpurascens|Precursor|conodipine|conodipine superfamily|||nucleic acid level,Conus purpurascens,Precursor,conodipine,conodipine superfamily,,,nucleic acid level
P07938,P07938|Conantokin-T2 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07939,P07939|Conantokin-T3 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07940,P07940|Conantokin-T4 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07941,P07941|Conantokin-T5 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07942,P07942|Conantokin-T6 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07943,P07943|Conantokin-T7 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07944,P07944|Conantokin-T8 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07945,P07945|Conantokin-T9 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07946,P07946|Conantokin-T10 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07947,P07947|Conantokin-T11 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07948,P07948|Conantokin-T12 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07949,P07949|Conantokin-T13 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07950,P07950|Conantokin-T14 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07951,P07951|Conantokin-T15 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07952,P07952|Conantokin-T16 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07954,P07954|Conantokin-T17 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07955,P07955|Conantokin-T18 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07956,P07956|Conantokin-T19 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07957,P07957|Conantokin-T20 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07958,P07958|Conantokin-T21 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07959,P07959|Conantokin-T22 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07960,P07960|Conantokin-T23 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07961,P07961|Conantokin-T24 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07962,P07962|Conantokin-T25 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07963,P07963|Conantokin-T26 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07964,P07964|Conantokin-T27 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07965,P07965|Conantokin-T28 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07966,P07966|Conantokin-T29 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07967,P07967|Conantokin-T30 precursor|Conus tulipa|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07968,P07968|Conantokin-T31 precursor|Conus tulipa|Precursor|conantokin|B2 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B2 superfamily,,,nucleic acid level
P07969,P07969|Conantokin-T32 precursor|Conus tulipa|Precursor|conantokin|B2 superfamily|||nucleic acid level,Conus tulipa,Precursor,conantokin,B2 superfamily,,,nucleic acid level
P07970,P07970|Tu033 precursor|Conus tulipa|Precursor|unclassified|O1 superfamily|||nucleic acid level,Conus tulipa,Precursor,unclassified,O1 superfamily,,,nucleic acid level
P07971,P07971|T6.2 precursor|Conus tulipa|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus tulipa,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07972,P07972|T6.3 precursor|Conus tulipa|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus tulipa,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07973,P07973|T6.4 precursor|Conus tulipa|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus tulipa,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07974,P07974|T6.5 precursor|Conus tulipa|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus tulipa,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07975,P07975|T6.6 precursor|Conus tulipa|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus tulipa,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07976,P07976|T6.7 precursor|Conus tulipa|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus tulipa,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07978,P07978|Tu043 precursor|Conus tulipa|Precursor|conotoxin|O3 superfamily|||nucleic acid level,Conus tulipa,Precursor,conotoxin,O3 superfamily,,,nucleic acid level
P07979,P07979|Tu044 precursor|Conus tulipa|Precursor|conotoxin|O3 superfamily|||nucleic acid level,Conus tulipa,Precursor,conotoxin,O3 superfamily,,,nucleic acid level
P07980,P07980|Tu045 precursor|Conus tulipa|Precursor|conotoxin|O3 superfamily|||nucleic acid level,Conus tulipa,Precursor,conotoxin,O3 superfamily,,,nucleic acid level
P07981,P07981|Tu046 precursor|Conus tulipa|Precursor|conotoxin|O3 superfamily|||nucleic acid level,Conus tulipa,Precursor,conotoxin,O3 superfamily,,,nucleic acid level
P07982,P07982|Tu047 precursor|Conus tulipa|Precursor|conotoxin|O3 superfamily|||nucleic acid level,Conus tulipa,Precursor,conotoxin,O3 superfamily,,,nucleic acid level
P07983,P07983|T16.1 precursor|Conus tulipa|Precursor|conotoxin|O3 superfamily||XVI|nucleic acid level,Conus tulipa,Precursor,conotoxin,O3 superfamily,,XVI,nucleic acid level
P07984,P07984|T1.3 precursor|Conus tulipa|Precursor|conotoxin|A superfamily||I|nucleic acid level,Conus tulipa,Precursor,conotoxin,A superfamily,,I,nucleic acid level
P07985,P07985|T4.1 precursor|Conus tulipa|Precursor|conotoxin|A superfamily||I|nucleic acid level,Conus tulipa,Precursor,conotoxin,A superfamily,,I,nucleic acid level
P07986,P07986|T1.1 precursor|Conus tulipa|Precursor|conotoxin|A superfamily||I|nucleic acid level,Conus tulipa,Precursor,conotoxin,A superfamily,,I,nucleic acid level
P07987,P07987|Conopressin-T precursor|Conus tulipa|Precursor|conopressin||||nucleic acid level,Conus tulipa,Precursor,conopressin,,,,nucleic acid level
P07988,P07988|Conopressin-T precursor|Conus tulipa|Precursor|conopressin||||nucleic acid level,Conus tulipa,Precursor,conopressin,,,,nucleic acid level
P07989,P07989|Conopressin-T precursor|Conus tulipa|Precursor|conopressin||||nucleic acid level,Conus tulipa,Precursor,conopressin,,,,nucleic acid level
P07990,P07990|Conopressin-T precursor|Conus tulipa|Precursor|conopressin||||nucleic acid level,Conus tulipa,Precursor,conopressin,,,,nucleic acid level
P07991,P07991|Con-ikot-ikot-T1 precursor|Conus tulipa|Precursor|con-ikot-ikot||||nucleic acid level,Conus tulipa,Precursor,con-ikot-ikot,,,,nucleic acid level
P07992,P07992|Con-ikot-ikot-T2 precursor|Conus tulipa|Precursor|con-ikot-ikot||||nucleic acid level,Conus tulipa,Precursor,con-ikot-ikot,,,,nucleic acid level
P07993,P07993|Con-ikot-ikot-T3 precursor|Conus tulipa|Precursor|con-ikot-ikot||||nucleic acid level,Conus tulipa,Precursor,con-ikot-ikot,,,,nucleic acid level
P07994,P07994|Con-ikot-ikot-T4 precursor|Conus tulipa|Precursor|con-ikot-ikot||||nucleic acid level,Conus tulipa,Precursor,con-ikot-ikot,,,,nucleic acid level
P07995,P07995|Con-ikot-ikot-T5 precursor|Conus tulipa|Precursor|con-ikot-ikot||||nucleic acid level,Conus tulipa,Precursor,con-ikot-ikot,,,,nucleic acid level
P07996,P07996|Con-ikot-ikot-T6 precursor|Conus tulipa|Precursor|con-ikot-ikot||||nucleic acid level,Conus tulipa,Precursor,con-ikot-ikot,,,,nucleic acid level
P07997,P07997|Con-ikot-ikot-T7 precursor|Conus tulipa|Precursor|con-ikot-ikot||||nucleic acid level,Conus tulipa,Precursor,con-ikot-ikot,,,,nucleic acid level
P07998,P07998|Con-ikot-ikot-T8 precursor|Conus tulipa|Precursor|con-ikot-ikot||||nucleic acid level,Conus tulipa,Precursor,con-ikot-ikot,,,,nucleic acid level
P07999,P07999|Conoporin-T1 precursor|Conus tulipa|Precursor|conoporin||||nucleic acid level,Conus tulipa,Precursor,conoporin,,,,nucleic acid level
P08000,P08000|Conoporin-T2 precursor|Conus tulipa|Precursor|conoporin||||nucleic acid level,Conus tulipa,Precursor,conoporin,,,,nucleic acid level
P08001,P08001|Conoporin-T3 precursor|Conus tulipa|Precursor|conoporin||||nucleic acid level,Conus tulipa,Precursor,conoporin,,,,nucleic acid level
P08002,P08002|Con-ins T4 precursor|Conus tulipa|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus tulipa,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P08003,P08003|Tu074 precursor|Conus tulipa|Precursor|unclassified||||nucleic acid level,Conus tulipa,Precursor,unclassified,,,,nucleic acid level
P08004,P08004|Conkunitzin-T2 precursor|Conus tulipa|Precursor|conkunitzin|||IX|nucleic acid level,Conus tulipa,Precursor,conkunitzin,,,IX,nucleic acid level
P08005,P08005|T6.9|Conus tulipa|Precursor|conotoxin|H superfamily||VI/VII|nucleic acid level,Conus tulipa,Precursor,conotoxin,H superfamily,,VI/VII,nucleic acid level
P08006,P08006|T8.1 precursor|Conus tulipa|Precursor|conotoxin|S superfamily||VIII|nucleic acid level,Conus tulipa,Precursor,conotoxin,S superfamily,,VIII,nucleic acid level
