uid,dset,x,y,z
mAifuD,Pla2g2,-0.016451163,21.870415,12.707951
mAifuE,Pla2g2,0.65395355,19.230783,11.009656
mAifuF,Pla2g2,-3.898733,21.373861,13.941835
mAifuV,Pla2g2,-1.6827296,22.728092,12.567
mAimeC,Pla2g2,0.66412926,17.432657,8.876613
mAimeDa,Pla2g2,-0.17388615,21.826056,12.892265
mAimeDb,Pla2g2,-0.009209998,21.79046,12.780095
mAimeE,Pla2g2,0.9193004,18.97751,10.715091
mAimeF,Pla2g2,-3.684309,21.446861,13.39324
mBibiA2,Pla2g2,-1.7326897,21.947504,12.198056
mBibiA3,Pla2g2,-1.411016,21.823149,11.621854
mBibiA4,Pla2g2,-0.5418282,21.684961,11.41101
mBibiC,Pla2g2,0.80677545,17.33,8.924748
mBibiDa,Pla2g2,-0.4756008,21.518745,12.894994
mBibiDb,Pla2g2,-0.48537916,21.42664,13.126926
mBibiE,Pla2g2,1.0899484,18.756062,10.510535
mBibiF,Pla2g2,-3.1825366,21.231964,13.355901
mBotaA,Pla2g2,-1.4718828,21.72867,11.574666
mBotaA2,Pla2g2,-0.4899382,21.849333,11.1111
mBotaA3,Pla2g2,-1.6693493,21.824614,12.287097
mBotaA5,Pla2g2,-2.6536944,21.511532,12.9044075
mBotaC,Pla2g2,0.7760473,17.361408,8.839965
mBotaDa,Pla2g2,-0.47878066,21.388578,12.786333
mBotaDb,Pla2g2,-0.7959856,21.442245,13.029298
mBotaE,Pla2g2,1.001664,18.585869,10.582692
mBotaF,Pla2g2,-3.2835495,21.196804,13.502654
mBotaV,Pla2g2,-1.5350174,22.634712,12.754542
mCahiA,Pla2g2,-1.5391716,21.509188,11.999332
mCahiA2,Pla2g2,-1.821192,21.95323,11.981442
mCahiA4,Pla2g2,-2.6752315,21.694763,13.207547
mCahiA5,Pla2g2,-1.7777848,21.7447,12.030082
mCahiC,Pla2g2,0.7753282,17.233908,8.880813
mCahiDa,Pla2g2,-0.8642461,21.626259,12.881213
mCahiDb,Pla2g2,-0.3398972,21.319956,12.805653
mCahiE,Pla2g2,0.93294793,18.659033,10.771109
mCahiF,Pla2g2,-3.347689,21.25683,13.259218
mCahiV,Pla2g2,-1.2467017,22.558086,12.752527
mCaluC,Pla2g2,0.95150626,17.396692,8.5933485
mCaluD,Pla2g2,0.26686105,21.400505,12.824522
mCaluE,Pla2g2,0.79092455,18.703098,10.890389
mCaluF,Pla2g2,-3.9576669,21.250746,13.691101
mCaluV,Pla2g2,-1.6345224,22.942862,12.176523
mChlaA2,Pla2g2,-2.5830333,21.803495,13.353486
mChlaA3,Pla2g2,-1.2451048,21.805094,10.867046
mChlaA4,Pla2g2,-0.8593237,21.90984,10.718682
mChlaC,Pla2g2,0.6083085,17.64838,8.697223
mChlaD,Pla2g2,-1.3761562,21.94885,12.976385
mChlaE,Pla2g2,0.41433913,19.839592,11.258144
mChlaF,Pla2g2,-3.4427774,21.553152,13.5032625
mChlaV,Pla2g2,-1.8627205,22.796995,12.441496
mCocrA2,Pla2g2,-1.0253651,21.778198,10.675863
mCocrA3,Pla2g2,-1.4397746,21.92323,11.242525
mCocrD,Pla2g2,-0.27650902,21.673655,12.691676
mCocrE,Pla2g2,0.8729724,19.056232,10.946637
mCocrF,Pla2g2,-3.8981025,21.002216,13.53055
mCocrV,Pla2g2,-1.704356,23.104414,12.632596
mDanoA,Pla2g2,-0.6544711,21.745089,10.566166
mDanoC,Pla2g2,0.93440384,17.371546,8.663435
mDanoD,Pla2g2,0.25526568,21.244974,12.52945
mDanoF,Pla2g2,-3.9087718,21.097492,13.481514
mDanoV,Pla2g2,-1.4776689,23.021833,12.731923
mEledA1,Pla2g2,-2.1637793,21.615803,12.259189
mEledA2,Pla2g2,-1.2341533,21.654814,10.9440365
mEledA3,Pla2g2,-2.0087688,21.882689,12.160432
mEledD,Pla2g2,-0.9043294,21.75186,12.634518
mEledE,Pla2g2,0.7247547,18.857405,10.766385
mEledF,Pla2g2,-3.7911816,21.443918,13.839048
mEledV,Pla2g2,-1.6102802,22.897537,12.494931
mEnluC,Pla2g2,0.7813295,17.397926,8.875333
mEnluD,Pla2g2,-0.36464432,21.780361,12.5850725
mEnluE,Pla2g2,1.0026808,18.855312,10.916111
mEnluF,Pla2g2,-3.74572,21.090136,13.517786
mEnluV,Pla2g2,-1.1478485,22.510717,12.581722
mEqcaA,Pla2g2,-0.55009156,21.534275,10.607245
mEqcaC,Pla2g2,0.8280905,17.290306,8.934396
mEqcaD,Pla2g2,0.24193741,21.341885,12.75532
mEqcaE,Pla2g2,1.0780149,18.53415,10.749316
mEqcaF,Pla2g2,-3.9926794,21.170315,13.607279
mEqcaV,Pla2g2,-1.3419546,22.919088,12.576412
mEreuA1,Pla2g2,-1.2922014,21.583033,11.104484
mEreuA10,Pla2g2,-2.6785524,21.837507,12.912712
mEreuA11,Pla2g2,-2.558754,21.816633,12.711391
mEreuA12,Pla2g2,-2.6983738,21.738232,12.781438
mEreuA13,Pla2g2,-1.9472564,21.844881,12.4600315
mEreuA14,Pla2g2,-2.1725655,22.136208,12.588453
mEreuA15,Pla2g2,-3.3104436,21.697628,13.385533
mEreuA2,Pla2g2,-1.0145831,22.006031,11.478701
mEreuA3,Pla2g2,-2.4200494,22.006107,12.534963
mEreuA5,Pla2g2,-2.9482162,21.808292,13.045846
mEreuA6,Pla2g2,-2.8034263,21.62247,13.058075
mEreuA7,Pla2g2,-2.5094159,21.687477,12.706761
mEreuA8,Pla2g2,-2.6479943,21.728804,12.970834
mEreuA9,Pla2g2,-2.5693145,21.894918,12.78618
mEreuC,Pla2g2,0.90830255,17.61516,8.754723
mEreuD,Pla2g2,0.18647626,21.803614,12.761986
mEreuE,Pla2g2,0.71033037,19.078463,11.023735
mEreuF,Pla2g2,-3.709484,21.141035,13.612081
mEreuV,Pla2g2,-1.2676617,22.890596,12.684669
mFecaD,Pla2g2,0.14031337,21.438856,12.671099
mFecaE,Pla2g2,0.873944,18.702652,10.905644
mFecaF,Pla2g2,-3.9448967,21.414955,13.685884
mFecaV,Pla2g2,-1.5256647,22.906382,12.353008
mHeglA1,Pla2g2,-1.681146,22.127163,12.701056
mHeglA2,Pla2g2,-1.0511011,21.639963,10.868997
mHeglA3,Pla2g2,-0.965757,21.929703,10.780561
mHeglD,Pla2g2,-0.81081,21.771357,12.750865
mHeglE,Pla2g2,0.57868373,19.545229,11.191638
mHeglF,Pla2g2,-3.531907,21.331875,13.686644
mHeglV,Pla2g2,-1.7927781,22.786877,12.625504
mHosaA,Pla2g2,-0.45719433,21.615543,10.772513
mHosaD,Pla2g2,0.2912521,21.522207,12.489154
mHosaE,Pla2g2,1.0352434,18.543646,10.641828
mHosaF,Pla2g2,-3.8108592,20.949663,13.362114
mHosaV,Pla2g2,-1.9011126,22.834806,12.397438
mLoafA1,Pla2g2,-0.92594224,21.57545,10.675972
mLoafA2,Pla2g2,-0.9387074,21.636797,10.58003
mLoafC,Pla2g2,0.76660216,17.302465,8.610101
mLoafD,Pla2g2,-0.034349315,21.541183,13.007944
mLoafE,Pla2g2,0.6758235,19.057018,10.934835
mLoafF,Pla2g2,-3.770477,21.299803,13.662113
mLoafV,Pla2g2,-2.0701556,22.761456,12.492902
mMamaA1,Pla2g2,-1.0436176,21.832361,10.601834
mMamaD,Pla2g2,-0.03341484,21.886112,12.843223
mMamaE,Pla2g2,0.7811126,18.818064,10.85887
mMamaF,Pla2g2,-3.816354,21.262117,13.746377
mMamaV,Pla2g2,-1.9369518,22.900043,12.694035
mMimuA,Pla2g2,-2.1789265,22.029522,12.422592
mMimuC,Pla2g2,0.909982,17.61989,8.761069
mMimuD,Pla2g2,-0.5972535,21.68369,12.7628
mMimuE,Pla2g2,0.85010237,18.739079,10.835175
mMimuF,Pla2g2,-3.6363328,21.103703,13.466452
mMimuV,Pla2g2,-1.1473151,23.091825,12.262464
mModoC,Pla2g2,0.74671423,18.019451,9.52748
mModoD,Pla2g2,-0.82747144,21.663208,12.631951
mModoE,Pla2g2,0.2586839,20.082716,11.364894
mModoF,Pla2g2,-3.7792299,21.659111,13.507306
mModoV1,Pla2g2,-1.0359955,21.270815,10.958415
mModoV2,Pla2g2,-2.3145616,21.771297,12.761652
mMumuA,Pla2g2,-1.0929323,21.291245,11.217895
mMumuC,Pla2g2,0.8593518,17.256844,8.747768
mMumuD,Pla2g2,-0.17038226,21.548304,12.181126
mMumuE,Pla2g2,0.7044116,18.752007,10.996157
mMumuF,Pla2g2,-3.590577,21.456537,13.688862
mMumuV,Pla2g2,-1.6224198,22.584908,12.495973
mMupuC,Pla2g2,0.91131186,17.411879,8.842175
mMupuD,Pla2g2,-0.19885533,21.519068,12.696913
mMupuE,Pla2g2,0.83419496,19.059772,10.854374
mMupuF,Pla2g2,-3.675126,21.247564,13.640472
mMupuV,Pla2g2,-1.6823815,22.440855,12.641938
mMyluA1,Pla2g2,-1.5048352,21.831068,12.039991
mMyluA2,Pla2g2,-1.7494248,21.771215,11.86822
mMyluA4,Pla2g2,-0.7799816,21.75923,10.632149
mMyluC,Pla2g2,0.68626,17.250965,8.747675
mMyluD,Pla2g2,-0.078377515,21.700968,13.008294
mMyluE,Pla2g2,0.56920683,19.40334,11.04705
mMyluF,Pla2g2,-3.5064018,21.374487,13.489225
mMyluV,Pla2g2,-1.8863966,22.338282,12.542837
mNescD,Pla2g2,-0.33499843,21.830254,12.847309
mNescE,Pla2g2,1.1319466,18.698524,10.879056
mNescF,Pla2g2,-3.8286908,21.354477,13.405196
mNescV,Pla2g2,-1.1826969,22.634514,12.374766
mOcprA1,Pla2g2,-0.9473482,21.467985,11.784507
mOcprA2,Pla2g2,-0.6164052,21.781654,10.83212
mOcprA3,Pla2g2,-1.8122982,21.416056,11.798478
mOcprC,Pla2g2,0.79408044,17.57808,8.881495
mOcprD,Pla2g2,-0.030795475,21.76959,12.683531
mOcprE,Pla2g2,0.9484714,18.594719,11.022711
mOcprF,Pla2g2,-3.6185398,21.302357,13.639129
mOcprV,Pla2g2,-1.7984257,22.992144,12.676717
mOdviA1,Pla2g2,-1.7390928,21.894938,12.084386
mOdviA2,Pla2g2,-1.0003861,21.766153,11.721529
mOdviA3,Pla2g2,-0.5750179,21.81633,11.71903
mOdviC,Pla2g2,0.686356,17.511831,8.9820385
mOdviD,Pla2g2,-0.78605497,21.699184,13.154595
mOdviE,Pla2g2,0.926649,18.75824,10.748618
mOdviF,Pla2g2,-3.122724,21.265663,13.180309
mOdviV,Pla2g2,-1.6550868,22.526228,12.89807
mOran2,Pla2g2,-3.1592612,21.521452,13.150223
mOran3,Pla2g2,-0.8394789,21.346418,11.071579
mOran4,Pla2g2,-1.958488,21.97239,13.098135
mOranD,Pla2g2,-0.5252825,22.057579,12.004465
mOranE,Pla2g2,0.25728306,20.301464,11.472014
mOranF,Pla2g2,-3.8418097,21.585693,13.488983
mOrcuA1,Pla2g2,-0.8335715,21.494862,11.216672
mOrcuA2,Pla2g2,-0.71356034,21.461178,10.929015
mOrcuA3,Pla2g2,-0.6185285,21.814842,10.711664
mOrcuA4,Pla2g2,-1.1985922,21.456236,11.394258
mOrcuC,Pla2g2,0.68965125,17.742603,8.81743
mOrcuD,Pla2g2,0.19298382,21.566544,12.45094
mOrcuE,Pla2g2,0.75132173,18.818443,10.775281
mOrcuF,Pla2g2,-3.675132,21.24503,13.592255
mOrcuV,Pla2g2,-1.8088905,22.68413,12.735115
mOrorC,Pla2g2,-0.9379529,20.990007,12.854384
mOrorD,Pla2g2,0.10430165,21.274994,12.6144085
mOrorE,Pla2g2,0.6348312,19.534979,11.139977
mOrorV,Pla2g2,-1.4598094,22.702923,12.541516
mOvarA1,Pla2g2,-1.6991245,21.858541,11.804751
mOvarA2,Pla2g2,-1.4317247,21.577053,12.115135
mOvarA3,Pla2g2,-1.1359999,21.842167,11.385521
mOvarC,Pla2g2,0.49930167,17.497663,8.809415
mOvarD,Pla2g2,-0.74709445,21.64323,12.883973
mOvarF,Pla2g2,-3.2052433,21.134491,13.343512
mPahoA1,Pla2g2,-1.6344901,21.932785,12.192331
mPahoA3,Pla2g2,-1.460609,21.749872,11.847865
mPahoA5,Pla2g2,-0.664592,21.570028,11.466487
mPahoC,Pla2g2,0.8956545,17.300734,9.042745
mPahoD,Pla2g2,-0.6329642,21.558847,12.874053
mPahoE,Pla2g2,0.9293528,18.559511,10.563218
mPahoF,Pla2g2,-3.366843,21.110262,13.335793
mPahoV,Pla2g2,-1.453238,22.495869,12.715771
mPatiC,Pla2g2,0.670467,17.546621,8.878157
mPatiD,Pla2g2,0.21529251,21.601393,12.547917
mPatiE,Pla2g2,1.0675993,18.956303,10.907423
mPatiF,Pla2g2,-3.7258003,21.195143,13.784795
mPatiV,Pla2g2,-1.694932,22.723112,12.309127
mPhciC,Pla2g2,0.80174595,17.871471,9.328598
mPhciDa,Pla2g2,-2.3530226,21.692247,12.594556
mPhciDb,Pla2g2,-0.013237887,21.28541,12.423587
mPhciE,Pla2g2,0.25398982,19.91533,11.356176
mPhciF,Pla2g2,-3.7179828,21.57832,13.507195
mPhciV1,Pla2g2,-1.3927147,21.45835,10.922759
mPhciV2,Pla2g2,-1.5668902,21.637041,11.792497
mPhciV3,Pla2g2,-1.6404871,21.650015,11.778769
mPtvaC,Pla2g2,0.8467266,17.421288,8.744734
mPtvaD,Pla2g2,-0.98208135,22.04964,12.948062
mPtvaE,Pla2g2,0.7385085,18.8757,10.968484
mPtvaF,Pla2g2,-3.7053506,21.151014,13.815163
mPtvaV,Pla2g2,-2.0235195,22.70493,12.533697
mSahaC,Pla2g2,0.7716573,17.813023,9.31548
mSahaD,Pla2g2,-0.35613424,21.312864,12.557327
mSahaE,Pla2g2,0.09496489,20.303427,11.470653
mSahaF,Pla2g2,-3.642359,21.553585,13.488165
mSahaV1,Pla2g2,-1.0780958,21.262045,11.219703
mSahaV2,Pla2g2,-0.9814647,21.392889,11.149506
mSahaV4,Pla2g2,-1.2396417,21.264208,11.326613
mSahaV5,Pla2g2,-1.7815162,21.696968,12.502202
mSoarA2,Pla2g2,-1.332628,21.746655,12.245975
mSoarA3,Pla2g2,-1.4180077,21.724443,10.905163
mSoarC,Pla2g2,0.8472752,17.64168,9.082039
mSoarD,Pla2g2,-0.36360446,21.689861,12.657737
mSoarE,Pla2g2,0.7936201,19.086506,10.99857
mSoarF,Pla2g2,-3.966242,21.25776,13.605713
mSoarV,Pla2g2,-1.1464419,22.86189,12.562291
mTrmaA2,Pla2g2,-1.150035,21.610214,11.533598
mTrmaC,Pla2g2,0.68174815,17.175589,8.85549
mTrmaD,Pla2g2,-0.10359156,21.240055,12.324721
mTrmaE,Pla2g2,0.55191094,19.497622,11.164257
mTrmaF,Pla2g2,-3.6817462,21.49291,13.858476
mTrmaV,Pla2g2,-1.9123421,22.810986,12.44203
mUrmaC,Pla2g2,0.7911253,17.495066,8.596569
mUrmaD,Pla2g2,0.09512586,21.58095,12.747029
mUrmaV,Pla2g2,-1.6313307,22.654911,12.323241
sBocoD,Pla2g2,-0.74802285,21.946138,11.764009
sBocoE,Pla2g2,-0.46764183,20.788643,13.326477
sBocoF,Pla2g2,-1.6994463,21.597742,13.657223
sBocoGo,Pla2g2,-1.3917651,20.599857,12.105652
sCradD,Pla2g2,-0.36292884,21.993923,12.346703
sCradE,Pla2g2,-0.2681129,20.887306,13.419713
sCradF,Pla2g2,-1.7840562,21.496357,13.761938
sCradGa,Pla2g2,-1.7971759,20.786346,12.45186
sCradGc,Pla2g2,-0.7737447,20.096275,11.738425
sCratE,Pla2g2,-0.37588155,20.729351,13.3632965
sCratF,Pla2g2,-1.6512723,21.332993,13.7603
sCratGa,Pla2g2,-1.8696622,20.819258,12.300643
sCratGb,Pla2g2,-0.79768836,20.464838,11.815357
sCratGc,Pla2g2,-0.89335644,20.001314,11.81232
sCratGk49,Pla2g2,-2.0624924,21.413324,12.495903
sCrheAE,Pla2g2,-0.43403593,20.647844,13.5819235
sCrheAF,Pla2g2,-1.4733628,21.677399,13.580889
sCrheAGa1,Pla2g2,-2.4244912,21.30993,12.68254
sCrheAGa2,Pla2g2,-1.7904316,21.094227,12.577938
sCrheAGb,Pla2g2,-1.2286503,21.266853,11.875705
sCrheAGc1,Pla2g2,-0.8102999,20.06889,11.7986765
sCrheBE,Pla2g2,-0.2230486,20.602741,13.659638
sCrheBF,Pla2g2,-1.768428,21.490545,13.818842
sCrheBGa1,Pla2g2,-1.9501728,20.72708,12.310273
sCrhoAF,Pla2g2,-1.6467636,21.350136,13.94002
sCrhoAGa1,Pla2g2,-2.3910637,21.197832,12.769163
sCrhoAGa2,Pla2g2,-2.0976262,20.81559,12.218398
sCrhoAGb,Pla2g2,-1.2325155,21.027166,11.7597685
sCrhoAGc1,Pla2g2,-0.85905707,19.79778,11.883101
sCrhoBD,Pla2g2,-0.34792763,22.01662,12.209002
sCrhoBE,Pla2g2,-0.46296608,20.835827,13.532132
sCrhoBF,Pla2g2,-1.6720287,21.536722,13.855959
sCrhoBGc1,Pla2g2,-0.5892309,20.079437,11.847096
sCrhoGa,Pla2g2,-1.9237417,20.918333,12.253159
sCrhoGc,Pla2g2,-1.2273176,20.316223,11.993487
sCrscAE,Pla2g2,-0.36048803,20.709738,13.456804
sCrscAF,Pla2g2,-1.7015933,21.468168,13.865213
sCrscAGa1,Pla2g2,-2.0971467,20.89208,12.379977
sCrscAGa2,Pla2g2,-1.7691357,20.998407,12.614742
sCrscAGb,Pla2g2,-1.4703025,21.200762,11.754531
sCrscAGc1,Pla2g2,-0.9185483,20.211052,11.975168
sCrscAGc2,Pla2g2,-0.91559607,19.984741,11.640024
sCrscBE,Pla2g2,-0.38408315,20.57009,13.494803
sCrscBF,Pla2g2,-1.8488269,21.633001,13.845673
sCrscBGa1,Pla2g2,-1.773719,20.660952,12.181627
sCrscBGb,Pla2g2,-0.7984261,20.562624,11.934812
sCrscBGc2,Pla2g2,-0.69314563,20.127035,11.774606
sCrscBGk49,Pla2g2,-2.0092387,21.402262,12.387443
sDeacE,Pla2g2,-0.20218061,20.606901,13.537104
sDeacF,Pla2g2,-1.6050792,21.41507,13.611727
sDeacGa,Pla2g2,-1.9807277,20.894087,12.121651
sDeacGb,Pla2g2,-1.0757601,20.678524,11.6765375
sDeacGc,Pla2g2,-1.0326897,20.124771,11.832153
sDeacGk49,Pla2g2,-1.9005649,21.334635,12.227607
sLabiD,Pla2g2,-1.8763723,21.689669,13.060664
sLabiE,Pla2g2,-0.20167941,20.934624,11.981308
sLabiF,Pla2g2,-1.6335838,21.37463,13.693016
sLabiGo,Pla2g2,-0.7343606,20.2412,11.998648
sLaviD,Pla2g2,-1.6856917,21.535513,12.9636
sLaviE,Pla2g2,-0.25556856,21.061068,11.911757
sLaviF,Pla2g2,-1.673284,21.42492,13.604599
sLaviGo,Pla2g2,-0.5527628,20.33965,11.920261
sNoscD,Pla2g2,-0.5644104,22.248056,12.225565
sNoscE,Pla2g2,-0.5432299,20.974789,13.224048
sNoscF,Pla2g2,-1.9506686,21.671154,13.553106
sNoscGc,Pla2g2,-0.5502427,20.037386,11.698826
sOpgrDb,Pla2g2,-1.9493141,22.021784,12.220744
sOpgrE,Pla2g2,-0.9802747,21.176855,12.911485
sOpgrF,Pla2g2,-2.8336523,21.561283,13.544642
sOpgrGo,Pla2g2,-0.97272235,20.183392,11.903024
sOphaD,Pla2g2,-0.40248868,22.038818,12.248869
sOphaE,Pla2g2,-0.34290028,20.89405,13.17174
sOphaF,Pla2g2,-1.9639577,21.52237,13.511825
sOphaGc,Pla2g2,-0.7930505,19.90605,11.859435
sPapiE,Pla2g2,-0.4893372,21.177301,11.800484
sPapiF,Pla2g2,-3.050392,21.568773,13.403499
sPapiGo,Pla2g2,-1.3859631,20.799543,12.34109
sPoviD,Pla2g2,-1.8223883,22.425407,12.512198
sPoviE,Pla2g2,-0.37854028,21.517809,12.042433
sPoviF,Pla2g2,-2.5006986,21.57023,13.509015
sPoviGo,Pla2g2,-1.1451004,20.37918,12.0728
sPrflE,Pla2g2,-0.39569968,20.800587,13.560726
sPrflGa1,Pla2g2,-1.3949802,20.825335,11.915385
sPrflGa2,Pla2g2,-1.3888178,20.769424,12.084746
sPrflGb,Pla2g2,-1.0033674,20.480852,11.757518
sPrflGck,Pla2g2,-2.0645175,21.274218,12.454396
sPrflGk49,Pla2g2,-1.3786445,21.13432,11.926715
sPrmuE,Pla2g2,-0.54444253,20.604588,13.54103
sPrmuF,Pla2g2,-1.8413093,21.486874,13.48399
sPrmuGa1,Pla2g2,-1.4008964,20.509344,11.981819
sPrmuGa2,Pla2g2,-1.8000711,21.080856,12.079315
sPrmuGb,Pla2g2,-1.1321317,20.500214,11.86088
sPrmuGck,Pla2g2,-0.84733367,19.881285,11.790893
sPrmuGk49,Pla2g2,-1.4745752,21.341152,12.438238
sPsteD,Pla2g2,-0.5822896,22.077837,12.247172
sPsteE,Pla2g2,-0.53582823,21.083368,13.194103
sPsteF,Pla2g2,-2.0354812,21.515625,13.542882
sPsteGc,Pla2g2,-0.3877317,20.16691,11.619346
sPybiE,Pla2g2,-0.25925282,20.662252,13.2608385
sPybiF,Pla2g2,-1.6911365,21.579653,13.821545
sVibeEa,Pla2g2,-0.26016417,20.750883,13.5727215
sVibeF,Pla2g2,-1.9523269,21.547852,13.943801
sVibeGa1,Pla2g2,-1.75676,21.041357,11.61981
sVibeGa2,Pla2g2,-1.5170614,21.191814,11.539925
sVibeGa4,Pla2g2,-1.9470911,21.003801,11.924824
